gbifID,abstract,accessRigh,identifier,language,license,modified,references,rightsHold,type,institutio,collection,datasetID,institut_1,collecti_1,datasetNam,ownerInsti,basisOfRec,informatio,dynamicPro,occurrence,catalogNum,recordNumb,recordedBy,individual,sex,lifeStage,reproducti,behavior,establishm,occurren_1,preparatio,dispositio,associated,associat_1,associat_2,otherCatal,occurren_2,organismID,organismNa,organismSc,associat_3,associat_4,previousId,organismRe,materialSa,eventID,parentEven,fieldNumbe,eventDate,eventTime,startDayOf,endDayOfYe,year,month,day,verbatimEv,habitat,samplingPr,eventRemar,locationID,higherGeog,higherGe_1,continent,waterBody,countryCod,stateProvi,county,municipali,locality,verbatimLo,verbatimEl,verbatimDe,minimumDis,maximumDis,locationAc,locationRe,decimalLat,decimalLon,coordinate,verbatimCo,verbatimSR,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,identifica,identifi_1,typeStatus,identified,dateIdenti,identifi_2,identifi_3,identifi_4,taxonID,scientific,scientif_1,accepted_1,parentNa_1,original_1,nameAcco_1,namePubl_1,namePubl_2,higherClas,kingdom,phylum,class,order,family,genus,specificEp,infraspeci,taxonRank,vernacular,nomenclatu,taxonomicS,nomencla_1,taxonRemar,datasetKey,publishing,lastInterp,elevation,elevationA,depth,depthAccur,issue,mediaType,hasCoordin,hasGeospat,taxonKey,acceptedTa,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKe,speciesKey,species,genericNam,acceptedSc,verbatimSc,typifiedNa,protocol,lastParsed,lastCrawle,repatriate,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name
1145794351,,http://vertnet.org/resources/norms.html,http://arctos.database.museum/guid/MVZ:Mamm:216082?seid=1632701,en,CC0_1_0,44:06.8,http://arctos.database.museum/guid/MVZ:Mamm:216082,,PhysicalObject,MVZ,28,,MVZ,Mammal specimens,,,PRESERVED_SPECIMEN,,"sex=female;reproductive data=embrs.: 3 R, 2 L;total length=161 mm;tail length=75 mm;hind foot with claw=17 mm;ear from notch=16 mm;weight=23 g",http://arctos.database.museum/guid/MVZ:Mamm:216082?seid=1632701,MVZ:Mamm:216082,1608,Collector(s): Christopher J. Conroy,1,FEMALE,,,,,PRESENT,"skull; tissue (frozen); tissue (frozen) sample; tissue (frozen) sample; skin, study",,,,,collector number=1608,,http://arctos.database.museum/guid/MVZ:Mamm:216082,,,,,"[{""scientific_name"":""Peromyscus maniculatus gambelii"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":null,""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: field."",""idby"":""Christopher J. Conroy"",""concept",,,,,,00:00.0,3/31/05,,90,2005,3,31,31-Mar-05,,,,,,"North America, United States, California, Santa Barbara County",NORTH_AMERICA,,US,California,Santa Barbara County,,"Coal Oil Point Reserve, UC Santa Barbara","Coal Oil Pt. Reserve, UCSB, Goleta, Santa Barbara Co., CA",,,,,Christopher J. Conroy,,34.4153,-119.88046,110,decimal degrees,,Christopher J. Conroy,4/20/05 0:00,MaNIS georeferencing guidelines,GPS,unverified,,A,,Christopher J. Conroy,,,features,Former nature_of_id: field.,,,Peromyscus maniculatus gambelii,,,,,,,"Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Neotominae, Peromyscus, Peromyscus maniculatus,",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,gambelii,SUBSPECIES,,ICZN,ACCEPTED,,,0daed095-478a-4af6-abf5-18acb790fbb2,US,49:36.8,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,,TRUE,FALSE,8832691,8832691,1,44,359,1459,3240723,2437961,,2437967,Peromyscus maniculatus,Peromyscus,Peromyscus maniculatus gambelii,Peromyscus maniculatus gambelii,,DWC_ARCHIVE,49:36.8,45:22.3,FALSE,USA,United States,USA.5_1,California,USA.5.42_1,Santa Barbara
1145794344,,http://vertnet.org/resources/norms.html,http://arctos.database.museum/guid/MVZ:Mamm:216031?seid=174977,en,CC0_1_0,44:06.8,http://arctos.database.museum/guid/MVZ:Mamm:216031,,PhysicalObject,MVZ,28,,MVZ,Mammal specimens,,,PRESERVED_SPECIMEN,,age class=embryo;sex=not recorded,http://arctos.database.museum/guid/MVZ:Mamm:216031?seid=174977,MVZ:Mamm:216031,1613-B,Collector(s): Christopher J. Conroy,1,,Embryo,,,,PRESENT,embryo (95% ethanol),,,,,collector number=1613-B,"saved in 70% EtOH for DNA in the field, but changed to 95% EtOH 27 Feb 2009.",http://arctos.database.museum/guid/MVZ:Mamm:216031,,,,,"[{""scientific_name"":""Microtus californicus sanctidiegi"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":null,""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: field."",""idby"":""Christopher J. Conroy"",""conce",,,,,,00:00.0,4/1/05,,91,2005,4,1,1-Apr-05,,,,,,"North America, United States, California, Santa Barbara County",NORTH_AMERICA,,US,California,Santa Barbara County,,"Coal Oil Point Reserve, UC Santa Barbara","Coal Oil Pt. Reserve, UCSB, Goleta, Santa Barbara Co., CA",,,,,Christopher J. Conroy,,34.4153,-119.88046,110,decimal degrees,,Christopher J. Conroy,4/20/05 0:00,MaNIS georeferencing guidelines,GPS,unverified,,A,,Christopher J. Conroy,,,features,Former nature_of_id: field.,,,"Microtus californicus sanctidiegi Kellogg, 1918",,,,,,,"Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Arvicolinae, Microtus, Microtus californicus,",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,californicus,sanctidiegi,SUBSPECIES,,ICZN,SYNONYM,,,0daed095-478a-4af6-abf5-18acb790fbb2,US,49:31.6,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,,TRUE,FALSE,8954817,2438603,1,44,359,1459,3240723,2438591,,2438603,Microtus californicus,Microtus,"Microtus californicus (Peale, 1848)",Microtus californicus sanctidiegi,,DWC_ARCHIVE,49:31.6,45:22.3,FALSE,USA,United States,USA.5_1,California,USA.5.42_1,Santa Barbara
1145794339,,http://vertnet.org/resources/norms.html,http://arctos.database.museum/guid/MVZ:Mamm:216034?seid=1676799,en,CC0_1_0,44:06.8,http://arctos.database.museum/guid/MVZ:Mamm:216034,,PhysicalObject,MVZ,28,,MVZ,Mammal specimens,,,PRESERVED_SPECIMEN,,age class=embryo;sex=not recorded,http://arctos.database.museum/guid/MVZ:Mamm:216034?seid=1676799,MVZ:Mamm:216034,1613-E,Collector(s): Christopher J. Conroy,1,,Embryo,,,,PRESENT,embryo (95% ethanol),,,,,collector number=1613-E,"saved in 70% EtOH for DNA in the field, but changed to 95% EtOH 27 Feb 2009.",http://arctos.database.museum/guid/MVZ:Mamm:216034,,,,,"[{""scientific_name"":""Microtus californicus sanctidiegi"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":null,""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: field."",""idby"":""Christopher J. Conroy"",""conce",,,,,,00:00.0,4/1/05,,91,2005,4,1,1-Apr-05,,,,,,"North America, United States, California, Santa Barbara County",NORTH_AMERICA,,US,California,Santa Barbara County,,"Coal Oil Point Reserve, UC Santa Barbara","Coal Oil Pt. Reserve, UCSB, Goleta, Santa Barbara Co., CA",,,,,Christopher J. Conroy,,34.4153,-119.88046,110,decimal degrees,,Christopher J. Conroy,4/20/05 0:00,MaNIS georeferencing guidelines,GPS,unverified,,A,,Christopher J. Conroy,,,features,Former nature_of_id: field.,,,"Microtus californicus sanctidiegi Kellogg, 1918",,,,,,,"Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Arvicolinae, Microtus, Microtus californicus,",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,californicus,sanctidiegi,SUBSPECIES,,ICZN,SYNONYM,,,0daed095-478a-4af6-abf5-18acb790fbb2,US,49:46.5,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,,TRUE,FALSE,8954817,2438603,1,44,359,1459,3240723,2438591,,2438603,Microtus californicus,Microtus,"Microtus californicus (Peale, 1848)",Microtus californicus sanctidiegi,,DWC_ARCHIVE,49:46.5,45:22.3,FALSE,USA,United States,USA.5_1,California,USA.5.42_1,Santa Barbara
1145794338,,http://vertnet.org/resources/norms.html,http://arctos.database.museum/guid/MVZ:Mamm:216061?seid=1258801,en,CC0_1_0,44:06.8,http://arctos.database.museum/guid/MVZ:Mamm:216061,,PhysicalObject,MVZ,28,,MVZ,Mammal specimens,,,PRESERVED_SPECIMEN,,"sex=female;reproductive data=bloody vagina; embs: 3 R, 2 L; CR: 10-12; saved in ETOH",http://arctos.database.museum/guid/MVZ:Mamm:216061?seid=1258801,MVZ:Mamm:216061,1613,Collector(s): Christopher J. Conroy,1,FEMALE,,,,,PRESENT,"skull; tissue (frozen); tissue (frozen) sample; skin, study",,,,,collector number=1613,,http://arctos.database.museum/guid/MVZ:Mamm:216061,,,,,"[{""scientific_name"":""Microtus californicus sanctidiegi"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":null,""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: field."",""idby"":""Christopher J. Conroy"",""conce",,,,,,00:00.0,4/1/05,,91,2005,4,1,1-Apr-05,,,,,,"North America, United States, California, Santa Barbara County",NORTH_AMERICA,,US,California,Santa Barbara County,,"Coal Oil Point Reserve, UC Santa Barbara","Coal Oil Pt. Reserve, UCSB, Goleta, Santa Barbara Co., CA",,,,,Christopher J. Conroy,,34.4153,-119.88046,110,decimal degrees,,Christopher J. Conroy,4/20/05 0:00,MaNIS georeferencing guidelines,GPS,unverified,,A,,Christopher J. Conroy,,,features,Former nature_of_id: field.,,,"Microtus californicus sanctidiegi Kellogg, 1918",,,,,,,"Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Arvicolinae, Microtus, Microtus californicus,",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,californicus,sanctidiegi,SUBSPECIES,,ICZN,SYNONYM,,,0daed095-478a-4af6-abf5-18acb790fbb2,US,49:46.4,,,,,TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,,TRUE,FALSE,8954817,2438603,1,44,359,1459,3240723,2438591,,2438603,Microtus californicus,Microtus,"Microtus californicus (Peale, 1848)",Microtus californicus sanctidiegi,,DWC_ARCHIVE,49:46.4,45:22.3,FALSE,USA,United States,USA.5_1,California,USA.5.42_1,Santa Barbara
1145794326,,http://vertnet.org/resources/norms.html,http://arctos.database.museum/guid/MVZ:Mamm:216062?seid=1446533,en,CC0_1_0,44:06.8,http://arctos.database.museum/guid/MVZ:Mamm:216062,,PhysicalObject,MVZ,28,,MVZ,Mammal specimens,,,PRESERVED_SPECIMEN,,sex=male;reproductive data=t: 7 x 5; SV: 14;total length=188 mm;tail length=55 mm;hind foot with claw=21 mm;ear from notch=15 mm;weight=55 g,http://arctos.database.museum/guid/MVZ:Mamm:216062?seid=1446533,MVZ:Mamm:216062,1615,Collector(s): Christopher J. Conroy,1,MALE,,,,,PRESENT,"skull; tissue (frozen); tissue (frozen) sample; skin, study; carcass (ethanol)",,,,,collector number=1615,"This specimen should have been cited as a voucher in Conroy & Neuwald 2008, but MVZ 216062 was cited instead. This is the correct specimen for that record.",http://arctos.database.museum/guid/MVZ:Mamm:216062,,,,,"[{""scientific_name"":""Microtus californicus sanctidiegi"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":null,""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: field."",""idby"":""Christopher J. Conroy"",""conce",,,,,,00:00.0,4/2/05,,92,2005,4,2,2-Apr-05,,,,,,"North America, United States, California, Santa Barbara County",NORTH_AMERICA,,US,California,Santa Barbara County,,"Coal Oil Point Reserve, UC Santa Barbara","Coal Oil Pt. Reserve, UCSB, Goleta, Santa Barbara Co., CA",,,,,Christopher J. Conroy,,34.4153,-119.88046,110,decimal degrees,,Christopher J. Conroy,4/20/05 0:00,MaNIS georeferencing guidelines,GPS,unverified,,A,,Christopher J. Conroy,,,features,Former nature_of_id: field.,,,"Microtus californicus sanctidiegi Kellogg, 1918",,,,,,,"Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Arvicolinae, Microtus, Microtus californicus,",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,californicus,sanctidiegi,SUBSPECIES,,ICZN,SYNONYM,,,0daed095-478a-4af6-abf5-18acb790fbb2,US,49:46.4,,,,,TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,,TRUE,FALSE,8954817,2438603,1,44,359,1459,3240723,2438591,,2438603,Microtus californicus,Microtus,"Microtus californicus (Peale, 1848)",Microtus californicus sanctidiegi,,DWC_ARCHIVE,49:46.4,45:22.3,FALSE,USA,United States,USA.5_1,California,USA.5.42_1,Santa Barbara
1145794317,,http://vertnet.org/resources/norms.html,http://arctos.database.museum/guid/MVZ:Mamm:216032?seid=1625479,en,CC0_1_0,44:06.8,http://arctos.database.museum/guid/MVZ:Mamm:216032,,PhysicalObject,MVZ,28,,MVZ,Mammal specimens,,,PRESERVED_SPECIMEN,,age class=embryo;sex=not recorded,http://arctos.database.museum/guid/MVZ:Mamm:216032?seid=1625479,MVZ:Mamm:216032,1613-C,Collector(s): Christopher J. Conroy,1,,Embryo,,,,PRESENT,embryo (95% ethanol),,,,,collector number=1613-C,"saved in 70% EtOH for DNA in the field, but changed to 95% EtOH 27 Feb 2009.",http://arctos.database.museum/guid/MVZ:Mamm:216032,,,,,"[{""scientific_name"":""Microtus californicus sanctidiegi"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":null,""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: field."",""idby"":""Christopher J. Conroy"",""conce",,,,,,00:00.0,4/1/05,,91,2005,4,1,1-Apr-05,,,,,,"North America, United States, California, Santa Barbara County",NORTH_AMERICA,,US,California,Santa Barbara County,,"Coal Oil Point Reserve, UC Santa Barbara","Coal Oil Pt. Reserve, UCSB, Goleta, Santa Barbara Co., CA",,,,,Christopher J. Conroy,,34.4153,-119.88046,110,decimal degrees,,Christopher J. Conroy,4/20/05 0:00,MaNIS georeferencing guidelines,GPS,unverified,,A,,Christopher J. Conroy,,,features,Former nature_of_id: field.,,,"Microtus californicus sanctidiegi Kellogg, 1918",,,,,,,"Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Arvicolinae, Microtus, Microtus californicus,",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,californicus,sanctidiegi,SUBSPECIES,,ICZN,SYNONYM,,,0daed095-478a-4af6-abf5-18acb790fbb2,US,49:36.5,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,,TRUE,FALSE,8954817,2438603,1,44,359,1459,3240723,2438591,,2438603,Microtus californicus,Microtus,"Microtus californicus (Peale, 1848)",Microtus californicus sanctidiegi,,DWC_ARCHIVE,49:36.5,45:22.3,FALSE,USA,United States,USA.5_1,California,USA.5.42_1,Santa Barbara
1145794307,,http://vertnet.org/resources/norms.html,http://arctos.database.museum/guid/MVZ:Mamm:216028?seid=510151,en,CC0_1_0,44:06.8,http://arctos.database.museum/guid/MVZ:Mamm:216028,,PhysicalObject,MVZ,28,,MVZ,Mammal specimens,,,PRESERVED_SPECIMEN,,age class=embryo;sex=not recorded,http://arctos.database.museum/guid/MVZ:Mamm:216028?seid=510151,MVZ:Mamm:216028,1611-D,Collector(s): Christopher J. Conroy,1,,Embryo,,,,PRESENT,embryo (95% ethanol),,,,,collector number=1611-D,"saved in 70% EtOH for DNA in the field, but changed to 95% EtOH 27 Feb 2009.",http://arctos.database.museum/guid/MVZ:Mamm:216028,,,,,"[{""scientific_name"":""Microtus californicus sanctidiegi"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":null,""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: field."",""idby"":""Christopher J. Conroy"",""conce",,,,,,00:00.0,4/1/05,,91,2005,4,1,1-Apr-05,,,,,,"North America, United States, California, Santa Barbara County",NORTH_AMERICA,,US,California,Santa Barbara County,,"Coal Oil Point Reserve, UC Santa Barbara","Coal Oil Pt. Reserve, UCSB, Goleta, Santa Barbara Co., CA",,,,,Christopher J. Conroy,,34.4153,-119.88046,110,decimal degrees,,Christopher J. Conroy,4/20/05 0:00,MaNIS georeferencing guidelines,GPS,unverified,,A,,Christopher J. Conroy,,,features,Former nature_of_id: field.,,,"Microtus californicus sanctidiegi Kellogg, 1918",,,,,,,"Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Arvicolinae, Microtus, Microtus californicus,",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,californicus,sanctidiegi,SUBSPECIES,,ICZN,SYNONYM,,,0daed095-478a-4af6-abf5-18acb790fbb2,US,49:31.4,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,,TRUE,FALSE,8954817,2438603,1,44,359,1459,3240723,2438591,,2438603,Microtus californicus,Microtus,"Microtus californicus (Peale, 1848)",Microtus californicus sanctidiegi,,DWC_ARCHIVE,49:31.4,45:22.3,FALSE,USA,United States,USA.5_1,California,USA.5.42_1,Santa Barbara
1145794302,,http://vertnet.org/resources/norms.html,http://arctos.database.museum/guid/MVZ:Mamm:216029?seid=1373625,en,CC0_1_0,44:06.8,http://arctos.database.museum/guid/MVZ:Mamm:216029,,PhysicalObject,MVZ,28,,MVZ,Mammal specimens,,,PRESERVED_SPECIMEN,,age class=embryo;sex=not recorded,http://arctos.database.museum/guid/MVZ:Mamm:216029?seid=1373625,MVZ:Mamm:216029,1611-E,Collector(s): Christopher J. Conroy,1,,Embryo,,,,PRESENT,embryo (95% ethanol),,,,,collector number=1611-E,"saved in 70% EtOH for DNA in the field, but changed to 95% EtOH 27 Feb 2009.",http://arctos.database.museum/guid/MVZ:Mamm:216029,,,,,"[{""scientific_name"":""Microtus californicus sanctidiegi"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":null,""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: field."",""idby"":""Christopher J. Conroy"",""conce",,,,,,00:00.0,4/1/05,,91,2005,4,1,1-Apr-05,,,,,,"North America, United States, California, Santa Barbara County",NORTH_AMERICA,,US,California,Santa Barbara County,,"Coal Oil Point Reserve, UC Santa Barbara","Coal Oil Pt. Reserve, UCSB, Goleta, Santa Barbara Co., CA",,,,,Christopher J. Conroy,,34.4153,-119.88046,110,decimal degrees,,Christopher J. Conroy,4/20/05 0:00,MaNIS georeferencing guidelines,GPS,unverified,,A,,Christopher J. Conroy,,,features,Former nature_of_id: field.,,,"Microtus californicus sanctidiegi Kellogg, 1918",,,,,,,"Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Arvicolinae, Microtus, Microtus californicus,",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,californicus,sanctidiegi,SUBSPECIES,,ICZN,SYNONYM,,,0daed095-478a-4af6-abf5-18acb790fbb2,US,49:36.5,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,,TRUE,FALSE,8954817,2438603,1,44,359,1459,3240723,2438591,,2438603,Microtus californicus,Microtus,"Microtus californicus (Peale, 1848)",Microtus californicus sanctidiegi,,DWC_ARCHIVE,49:36.5,45:22.3,FALSE,USA,United States,USA.5_1,California,USA.5.42_1,Santa Barbara
1145794301,,http://vertnet.org/resources/norms.html,http://arctos.database.museum/guid/MVZ:Mamm:216026?seid=1245672,en,CC0_1_0,44:06.8,http://arctos.database.museum/guid/MVZ:Mamm:216026,,PhysicalObject,MVZ,28,,MVZ,Mammal specimens,,,PRESERVED_SPECIMEN,,age class=embryo;sex=not recorded,http://arctos.database.museum/guid/MVZ:Mamm:216026?seid=1245672,MVZ:Mamm:216026,1611-B,Collector(s): Christopher J. Conroy,1,,Embryo,,,,PRESENT,embryo (95% ethanol),,,,,collector number=1611-B,"saved in 70% EtOH for DNA in the field, but changed to 95% EtOH 27 Feb 2009.",http://arctos.database.museum/guid/MVZ:Mamm:216026,,,,,"[{""scientific_name"":""Microtus californicus sanctidiegi"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":null,""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: field."",""idby"":""Christopher J. Conroy"",""conce",,,,,,00:00.0,4/1/05,,91,2005,4,1,1-Apr-05,,,,,,"North America, United States, California, Santa Barbara County",NORTH_AMERICA,,US,California,Santa Barbara County,,"Coal Oil Point Reserve, UC Santa Barbara","Coal Oil Pt. Reserve, UCSB, Goleta, Santa Barbara Co., CA",,,,,Christopher J. Conroy,,34.4153,-119.88046,110,decimal degrees,,Christopher J. Conroy,4/20/05 0:00,MaNIS georeferencing guidelines,GPS,unverified,,A,,Christopher J. Conroy,,,features,Former nature_of_id: field.,,,"Microtus californicus sanctidiegi Kellogg, 1918",,,,,,,"Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Arvicolinae, Microtus, Microtus californicus,",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,californicus,sanctidiegi,SUBSPECIES,,ICZN,SYNONYM,,,0daed095-478a-4af6-abf5-18acb790fbb2,US,49:36.5,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,,TRUE,FALSE,8954817,2438603,1,44,359,1459,3240723,2438591,,2438603,Microtus californicus,Microtus,"Microtus californicus (Peale, 1848)",Microtus californicus sanctidiegi,,DWC_ARCHIVE,49:36.5,45:22.3,FALSE,USA,United States,USA.5_1,California,USA.5.42_1,Santa Barbara
1145794287,,http://vertnet.org/resources/norms.html,http://arctos.database.museum/guid/MVZ:Mamm:216025?seid=1196921,en,CC0_1_0,44:06.8,http://arctos.database.museum/guid/MVZ:Mamm:216025,,PhysicalObject,MVZ,28,,MVZ,Mammal specimens,,,PRESERVED_SPECIMEN,,age class=embryo;sex=not recorded,http://arctos.database.museum/guid/MVZ:Mamm:216025?seid=1196921,MVZ:Mamm:216025,1611-A,Collector(s): Christopher J. Conroy,1,,Embryo,,,,PRESENT,embryo (95% ethanol),,,,,collector number=1611-A,"saved in 70% EtOH for DNA in the field, but changed to 95% EtOH 27 Feb 2009.",http://arctos.database.museum/guid/MVZ:Mamm:216025,,,,,"[{""scientific_name"":""Microtus californicus sanctidiegi"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":null,""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: field."",""idby"":""Christopher J. Conroy"",""conce",,,,,,00:00.0,4/1/05,,91,2005,4,1,1-Apr-05,,,,,,"North America, United States, California, Santa Barbara County",NORTH_AMERICA,,US,California,Santa Barbara County,,"Coal Oil Point Reserve, UC Santa Barbara","Coal Oil Pt. Reserve, UCSB, Goleta, Santa Barbara Co., CA",,,,,Christopher J. Conroy,,34.4153,-119.88046,110,decimal degrees,,Christopher J. Conroy,4/20/05 0:00,MaNIS georeferencing guidelines,GPS,unverified,,A,,Christopher J. Conroy,,,features,Former nature_of_id: field.,,,"Microtus californicus sanctidiegi Kellogg, 1918",,,,,,,"Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Arvicolinae, Microtus, Microtus californicus,",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,californicus,sanctidiegi,SUBSPECIES,,ICZN,SYNONYM,,,0daed095-478a-4af6-abf5-18acb790fbb2,US,49:35.7,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,,TRUE,FALSE,8954817,2438603,1,44,359,1459,3240723,2438591,,2438603,Microtus californicus,Microtus,"Microtus californicus (Peale, 1848)",Microtus californicus sanctidiegi,,DWC_ARCHIVE,49:35.7,45:22.3,FALSE,USA,United States,USA.5_1,California,USA.5.42_1,Santa Barbara
1145794283,,http://vertnet.org/resources/norms.html,http://arctos.database.museum/guid/MVZ:Mamm:216030?seid=148101,en,CC0_1_0,44:06.8,http://arctos.database.museum/guid/MVZ:Mamm:216030,,PhysicalObject,MVZ,28,,MVZ,Mammal specimens,,,PRESERVED_SPECIMEN,,age class=embryo;sex=not recorded,http://arctos.database.museum/guid/MVZ:Mamm:216030?seid=148101,MVZ:Mamm:216030,1613-A,Collector(s): Christopher J. Conroy,1,,Embryo,,,,PRESENT,embryo (95% ethanol),,,,,collector number=1613-A,"saved in 70% EtOH for DNA in the field, but changed to 95% EtOH 27 Feb 2009.",http://arctos.database.museum/guid/MVZ:Mamm:216030,,,,,"[{""scientific_name"":""Microtus californicus sanctidiegi"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":null,""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: field."",""idby"":""Christopher J. Conroy"",""conce",,,,,,00:00.0,4/1/05,,91,2005,4,1,1-Apr-05,,,,,,"North America, United States, California, Santa Barbara County",NORTH_AMERICA,,US,California,Santa Barbara County,,"Coal Oil Point Reserve, UC Santa Barbara","Coal Oil Pt. Reserve, UCSB, Goleta, Santa Barbara Co., CA",,,,,Christopher J. Conroy,,34.4153,-119.88046,110,decimal degrees,,Christopher J. Conroy,4/20/05 0:00,MaNIS georeferencing guidelines,GPS,unverified,,A,,Christopher J. Conroy,,,features,Former nature_of_id: field.,,,"Microtus californicus sanctidiegi Kellogg, 1918",,,,,,,"Animalia, Chordata, Mammalia, Rodentia, Myomorpha, Cricetidae, Arvicolinae, Microtus, Microtus californicus,",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,californicus,sanctidiegi,SUBSPECIES,,ICZN,SYNONYM,,,0daed095-478a-4af6-abf5-18acb790fbb2,US,49:31.2,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,,TRUE,FALSE,8954817,2438603,1,44,359,1459,3240723,2438591,,2438603,Microtus californicus,Microtus,"Microtus californicus (Peale, 1848)",Microtus californicus sanctidiegi,,DWC_ARCHIVE,49:31.2,45:22.3,FALSE,USA,United States,USA.5_1,California,USA.5.42_1,Santa Barbara
